_id,dataset_material,vacancy_sites,substitution_sites,defect_sites,to_strata,band_gap_value
InSe_In70Se71_72e0e514-b756-42a9-b3f2-2b1e00c10113,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.6106999999999996
InSe_In70Ga2Se71S1_26bbfd31-5bf6-4567-aa7a-1d2c81a3fa93,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3139000000000003
InSe_In71Ga1Se70S1_62c52d3d-e0c4-48ee-a9ed-6f6a5c2b2fc1,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1353999999999989
InSe_In70Ga1Se71_0cf6df90-f056-4dbf-a63a-6660ee1622d9,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.048899999999998
InSe_In70Se71S1_cf386f02-a025-440c-b521-e10b6cebe7ed,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.184849999999999
InSe_In70Se71S1_b5d9dd4a-2b69-49cc-a5a7-0b271b65a681,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.123800000000001
InSe_In69Ga2Se72_bb4d8c38-a0b1-4238-bcc9-a9fac06f57dc,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1796500000000005
InSe_In70Se71S1_0d46e760-30db-4377-8110-3e0193bd9b0e,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0185999999999993
InSe_In71Ga1Se70S2_747a6102-ed2b-4d45-8978-fc37ec160f3f,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3211999999999993
InSe_In72Se69S3_1900f7c6-e58f-4e7e-884a-9c98ac0618a0,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3452000000000002
InSe_In71Ga1Se70S1_88c8f623-26aa-4d03-a4ab-03fcfc5a47fe,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1296
InSe_In71Se70S1_1628e2c4-11b4-4217-ab53-4e5a9ae52583,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.9577500000000008
InSe_In71Se70S1_a051878c-b733-48ec-95a5-58c9ee033596,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.08155
InSe_In71Se70S2_c7f358bc-b06a-43f0-8ffe-26966f326284,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1996999999999982
InSe_In72Se69S1_28699bf4-373f-4394-8cd9-bfd652afb81f,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0639000000000003
InSe_In71Ga1Se70S2_b0f9bf4e-ed54-48d6-8ec7-5ca2ad4397d1,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.320500000000001
InSe_In70Se71S1_af151ef4-0caa-40b7-9c1c-8aeb29fcd097,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1852499999999981
InSe_In70Ga1Se71S1_ac44c54c-8f8b-4a72-9ed2-9f4c660c9a6b,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1923999999999992
InSe_In70Ga2Se71S1_9e6046ae-cd64-43a2-bb62-1a28196c37df,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3097499999999993
InSe_In72Se69S1_080cb2f0-9602-45f8-a0a6-2b74de94c0df,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.9060999999999986
InSe_In71Ga1Se70S1_a5453d12-f5fe-433f-a0fb-524001b2fac5,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1191499999999994
InSe_In70Se71_6c73762a-4720-4e78-8e99-e7a8aaed3495,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.8542500000000004
InSe_In71Se70S2_74c9831c-91ac-4908-aabd-0404786527fd,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.2025000000000006
InSe_In71Se70_77a2fd80-5f47-4f01-85fc-aeff28e98565,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.6954999999999991
InSe_In70Ga2Se71_958e6d3f-5f38-476a-8e80-bf1f27d9f3b5,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1309000000000005
InSe_In71Ga1Se70S1_7e264ab9-3eb3-4de1-b9fb-16d1ddab0bf5,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1233000000000004
InSe_In70Se71_70afb01c-b418-4e5d-ad50-1111f700896b,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.9036999999999988
InSe_In72Se69S2_fcb2d6c2-dee5-4a34-a3d1-e9f4ff9fa523,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1300999999999988
InSe_In72Se69S1_dad7d20f-19ab-422d-b7c3-660ad36831b3,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.6518000000000015
InSe_In71Ga1Se70S2_733541e7-2687-4f7a-ba7a-ae4d42ad7e8e,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.319749999999999
InSe_In71Ga1Se70S1_f95a33a7-6317-45a6-ac47-d722fcc47d56,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1270500000000006
InSe_In69Ga3Se72_d4de76fa-a6fa-4f66-825f-696819f2475d,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3025000000000002
InSe_In70Ga2Se71S1_c39ba469-ca5f-49f9-abf8-f02f11a93256,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3126999999999995
InSe_In70Ga2Se71S1_7eab271c-c7fb-4947-beb7-eb97b50d4169,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3121500000000008
InSe_In70Se71_9b52cb58-4b32-4e03-99fe-b1f00b289bdb,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.6588999999999992
InSe_In69Ga1Se72_dae3a529-5c89-4f7d-9028-a443652dbdc5,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1098999999999997
InSe_In69Ga1Se72_448b83a5-9b71-4dbd-b5dd-c50618de5ab6,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1209000000000007
InSe_In70Ga1Se71S1_5798b061-6c53-4224-978b-ca95ef9739aa,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1831999999999994
InSe_In70Ga1Se71_00049a2d-68a9-4651-92c6-58a83447850f,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0869499999999999
InSe_In71Se70_be010004-79ad-49b0-9c45-81c0fa71bdb0,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.9530500000000011
InSe_In71Se70S1_bffb2141-86f2-48d1-b89b-bfd15216642b,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0946000000000016
InSe_In71Se70_5a03f797-f4a6-4b69-856d-4a611e886821,high_InSe,3.0,0.0,3.0,InSe_0.02083,1.1063500000000008
InSe_In70Ga2Se71S1_e6eb6e05-9cf5-4f2c-9a72-bfe43e6978ac,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.311300000000001
InSe_In71Se70S2_d8db7101-8de5-4f93-8bd1-754b1ea9322e,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.197750000000001
InSe_In71Ga1Se70S1_e6b97baf-e542-4c09-8a9a-1e9a588c0b91,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1334499999999998
InSe_In70Se71S1_5c358270-c00d-41d9-afb5-2d108e7bccf4,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.129150000000001
InSe_In71Se70_d383e251-e461-4b68-beeb-6a256d42f54a,high_InSe,3.0,0.0,3.0,InSe_0.02083,1.050749999999999
InSe_In70Ga1Se71_92ad6e3b-f460-4497-a647-bf5aaa5ae780,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.089999999999998
InSe_In71Se70S1_b60d6798-0090-4f4a-b09f-e50349dba247,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0959500000000002
InSe_In72Se69S2_8c7beced-7933-4de5-999e-07864471b21c,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1276499999999992
InSe_In71Se70S1_dd475efa-3b5d-4dc5-9dff-7e0666c62e29,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.100900000000001
InSe_In70Ga2Se71S1_981be0f5-1851-43c5-a8ea-cef3ac593e7b,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3068999999999988
InSe_In72Se69_a8318e11-ffbb-464b-bbfe-4f8717a9b21f,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.7245999999999988
InSe_In72Se69S1_b603f85f-515d-4a62-84c1-06e333e4d186,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.7092999999999989
InSe_In71Ga1Se70S1_246dbd22-e74c-4e5a-964e-b70c1cc998d3,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.132299999999999
InSe_In71Se70S2_bb2ef4c4-efab-4f5b-8652-7150fd1eb7fa,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1995499999999986
InSe_In71Ga1Se70S1_cf202078-84a8-4456-a3e4-bda377fbb2bc,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.12655
InSe_In70Ga2Se71_7cb0f41a-e1e4-4caf-957b-d17eb1db1eb6,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1258999999999997
InSe_In69Ga2Se72_1fb6e510-a89c-4102-99e6-919a775fecbb,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1948499999999989
InSe_In71Ga1Se70S2_17ba393d-4db4-436d-be9f-7bb2269a0dfc,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3152999999999988
InSe_In70Ga1Se71_5df84128-2a07-49d2-801f-52347248ce28,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1539000000000001
InSe_In69Ga3Se72_28158252-5fac-4599-8713-a99c5ea42be3,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3022500000000008
InSe_In69Se72_665370af-501c-41a0-9046-2ad53827ad67,high_InSe,3.0,0.0,3.0,InSe_0.02083,1.063550000000001
InSe_In71Ga1Se70_122c0a34-32da-4093-b695-ce1fa4415375,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1252000000000013
InSe_In71Ga1Se70_a81ab822-283d-40e1-9a45-9665d6da0df1,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0922
InSe_In71Se70S1_d453e549-151b-43a7-bcd7-8655ab3392e3,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0941500000000008
InSe_In70Se71S1_d26323d0-21b4-4cbe-800b-0c5af58f2b2a,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1735000000000007
InSe_In70Ga1Se71S1_b6741447-74b0-4d28-9eb9-550597a2f298,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1919499999999985
InSe_In69Ga2Se72_4f3508c4-0287-40c1-a7ec-0c6c5c5f82d8,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1892000000000014
InSe_In70Ga1Se71_6fb3c70b-90f4-488d-98c5-45c744faaa44,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0725999999999996
InSe_In69Ga2Se72_d05779d0-621d-449d-94c8-232934659bfe,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.175950000000002
InSe_In70Ga2Se71_c2309dd0-ed86-4b2a-9843-e21a78935817,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.0147999999999993
InSe_In71Se70S1_03df0f6b-c374-4c55-a473-a26a5c2e8723,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.9054500000000019
InSe_In72Se69S2_86070b16-131b-49cc-ae22-a054d2f09d26,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.12425
InSe_In71Se70_e164ebd7-7577-4c8f-9836-da2ca4e0044c,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.825050000000001
InSe_In71Se70S1_845764dc-efe8-49cb-9465-cef4f91e3241,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.8324499999999997
InSe_In70Se71_a460eda1-af40-4081-a2b1-7bb63018ba04,high_InSe,3.0,0.0,3.0,InSe_0.02083,0.7482000000000006
InSe_In70Ga1Se71_5f09ae5e-6775-4556-bd76-6f1cd44463c4,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1175999999999995
InSe_In69Ga2Se72_bc82e59b-8b25-4f85-b4b1-18785cc5be53,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1901499999999992
InSe_In72Se69S3_eb9eec3a-bfff-4a24-be42-b77eb539003e,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.34455
InSe_In71Ga1Se70S1_2c498915-6f89-4052-a69e-e1abbd55b70f,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1300999999999988
InSe_In70Ga2Se71S1_241541e8-1345-402a-acfb-781d3c181021,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.2936999999999994
InSe_In71Se70S1_58e31e10-fc54-4ea0-8f97-2aab2c83f700,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.963000000000001
InSe_In71Ga1Se70_904a71cd-2986-4407-90da-96280f8d4dda,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.9832000000000001
InSe_In69Ga1Se72_63f39973-2261-44d9-a716-edbd7e5a5969,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1820000000000004
InSe_In69Se72_84a44b24-cfd0-43bc-8854-1b34a9353866,high_InSe,3.0,0.0,3.0,InSe_0.02083,1.129199999999999
InSe_In70Ga1Se71_3266b85a-393a-4cbc-a4f2-9168953914eb,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1602499999999996
InSe_In69Se72_8e7148c7-2492-4889-b6ae-b0a11892df0a,high_InSe,3.0,0.0,3.0,InSe_0.02083,1.161900000000001
InSe_In72Se69S1_c8db63b2-8d44-4d75-bae8-be5fd40bc75a,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.0787999999999993
InSe_In71Ga1Se70S1_e6913635-b902-4413-87b3-2322352681c9,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1339500000000005
InSe_In70Ga2Se71S1_ac234f54-bc9a-4a13-b786-bbdcb1fe3d11,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3116499999999984
InSe_In70Se71S1_1088c385-441e-48c0-b9da-2904af84cd4f,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1340000000000003
InSe_In70Ga2Se71S1_2f14a733-1591-4aa2-943c-dbbb0b92628d,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.2959999999999994
InSe_In70Ga1Se71_c40dabdb-2b45-4ed8-b232-ff166b5e4858,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.95275
InSe_In71Ga1Se70S2_6ef3fb74-93ce-4b65-9c20-cc762d72765c,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.3205999999999989
InSe_In71Se70S1_3c93b49e-7e8f-4e5b-9fe8-13591aac7217,high_InSe,2.0,1.0,3.0,InSe_0.02083,0.9444999999999997
InSe_In71Se70S1_a6c323e0-2482-4902-b7e2-5f1656e59c11,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1188000000000002
InSe_In70Ga2Se71S1_aaa7258e-e9ce-473d-bd68-63beda1be735,high_InSe,0.0,3.0,3.0,InSe_0.02083,1.308399999999999
InSe_In70Ga1Se71S1_a928fddd-771a-451e-a323-caf7811f65af,high_InSe,1.0,2.0,3.0,InSe_0.02083,1.1922499999999996
InSe_In70Se71S1_ba6841ee-8e20-4432-b7bd-96456ad75188,high_InSe,2.0,1.0,3.0,InSe_0.02083,1.1683000000000003
InSe_In71Se66S3_6da482b0-4572-4bd5-b518-6797f8afe9c4,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.8548999999999989
InSe_In68Ga4Se69S1_b3db9300-618a-43ec-839f-bfcf6b67bac9,high_InSe,2.0,5.0,7.0,InSe_0.04861,0.9014999999999986
InSe_In69Ga2Se68S4_7ebcc5b8-fb57-4cef-b32b-efccabc45bec,high_InSe,1.0,6.0,7.0,InSe_0.04861,1.1650500000000008
InSe_In68Se69S1_a04569d9-9160-4725-bfd3-5b5ae5213fb7,high_InSe,6.0,1.0,7.0,InSe_0.04861,0.9644999999999992
InSe_In68Ga2Se69S1_2e4fd8f6-5528-4c3f-9a09-d784d1d36b93,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.8318999999999992
InSe_In69Ga2Se68S1_f1525ff6-4b34-422c-bcab-29a1f4b947ff,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.897199999999998
InSe_In68Ga2Se69S1_d77f45ac-5962-4cad-abff-9e47d1936268,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.6646999999999998
InSe_In70Ga1Se67S2_eab342f2-0105-4413-af2d-9ab98af2fc47,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.938600000000001
InSe_In68Ga3Se69S2_6022f84e-ea1b-413a-85b2-60ac25af70e6,high_InSe,2.0,5.0,7.0,InSe_0.04861,1.078899999999999
InSe_In68Ga1Se69S3_143f6fa1-7cdc-485b-b1a5-d4cc00304a67,high_InSe,3.0,4.0,7.0,InSe_0.04861,1.0589499999999994
InSe_In68Ga1Se69S3_e82cbc5e-a3f7-4337-ba44-3c454bf27848,high_InSe,3.0,4.0,7.0,InSe_0.04861,1.0992999999999977
InSe_In69Ga2Se68S2_89c3501d-0054-4fbb-b327-a5cea367a4b6,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.5983999999999998
InSe_In66Ga4Se71S1_3c9f0303-3f15-4c27-8aad-67f60515531d,high_InSe,2.0,5.0,7.0,InSe_0.04861,1.1276500000000027
InSe_In68Ga2Se69S1_5a7a01b3-5210-4857-9151-4b2e5b8f58a0,high_InSe,4.0,3.0,7.0,InSe_0.04861,1.0280000000000005
InSe_In70Ga1Se67S3_8c98a293-d825-48a7-99c3-e387388b11b9,high_InSe,3.0,4.0,7.0,InSe_0.04861,1.0912000000000006
InSe_In67Ga3Se70S1_f6805daf-878a-445d-9c0b-ab56e7f5f16a,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.2281999999999993
InSe_In69Ga2Se68S3_21c1f8e5-f417-4d01-abc5-c6238718f3ac,high_InSe,2.0,5.0,7.0,InSe_0.04861,0.76755
InSe_In71Se66S3_bce4a7e6-9ff5-4f15-9f2d-f47962f88711,high_InSe,4.0,3.0,7.0,InSe_0.04861,1.0061000000000018
InSe_In67Ga2Se70S1_6c214156-4fc8-4266-93f8-588a8db7deff,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.9595000000000002
InSe_In69Ga1Se68S3_adab05f5-553b-45b5-841d-37d63680916f,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.3550999999999984
InSe_In67Ga4Se70_f4ab9b88-ba67-4ab7-94e8-49698d75a251,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.30794999999999995
InSe_In71Ga1Se66S4_dd259038-5408-4437-9dba-2a0ec6547023,high_InSe,2.0,5.0,7.0,InSe_0.04861,1.046800000000001
InSe_In67Ga3Se70S1_e3685e54-6ca3-4636-b83a-516309517dfc,high_InSe,3.0,4.0,7.0,InSe_0.04861,1.1012000000000004
InSe_In68Ga2Se69S1_46975865-c27c-4407-b8b9-c20e6a3a6881,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.6526999999999994
InSe_In71Se66S2_3841918a-9b15-41ce-983d-1e651815fca8,high_InSe,5.0,2.0,7.0,InSe_0.04861,0.6182499999999997
InSe_In69Ga3Se68S2_65e29e1c-1d3d-471e-bd87-3a3792f77800,high_InSe,2.0,5.0,7.0,InSe_0.04861,1.0723000000000003
InSe_In71Ga1Se66S2_3fc031b3-fd06-4e21-9b26-875b04d71839,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.5031999999999996
InSe_In68Se69S2_3c6800e0-d47e-41e2-b4ad-4aedf33f2a0f,high_InSe,5.0,2.0,7.0,InSe_0.04861,1.008750000000001
InSe_In67Ga3Se70S1_bb5f13ab-dda4-494f-a902-c168dd691628,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.2896000000000001
InSe_In69Ga1Se68S3_8d10a7c3-06a1-4c7e-ae31-6e1ac9d693a7,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.6814
InSe_In68Ga2Se69S2_00210059-155e-4d9c-b501-d2d7af9506bd,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.6323999999999987
InSe_In67Ga1Se70S2_21109326-7b8d-4477-b10d-dd249c72a626,high_InSe,4.0,3.0,7.0,InSe_0.04861,1.052150000000001
InSe_In68Ga2Se69S1_c4e83829-640b-4456-9186-94fb2c336fbb,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.7608000000000015
InSe_In69Ga2Se68S2_c9554217-2c41-4ed9-a896-b54bd441cf5c,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.9776999999999987
InSe_In68Ga3Se69S2_638985e3-2c5c-41de-91a5-7b492d1b3fa8,high_InSe,2.0,5.0,7.0,InSe_0.04861,0.9289500000000004
InSe_In68Se69S1_d9b3943c-73f3-48ef-ad20-250fa566a172,high_InSe,6.0,1.0,7.0,InSe_0.04861,0.7474499999999988
InSe_In69Ga3Se68S1_2a96fe37-7720-4c93-a1be-b8e8a2bf643f,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.9024999999999999
InSe_In66Ga2Se71_d7128ab4-222c-464e-81e6-970fd947b458,high_InSe,5.0,2.0,7.0,InSe_0.04861,0.7184999999999988
InSe_In68Ga1Se69_db78ef62-0c20-4cca-b140-88855a58301f,high_InSe,6.0,1.0,7.0,InSe_0.04861,0.7081
InSe_In68Ga2Se69S2_abef4c33-2f31-42b7-aa4f-01182c0b6460,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.2513000000000023
InSe_In70Ga1Se67S4_c96f735f-e80d-4bab-afef-00348b376703,high_InSe,2.0,5.0,7.0,InSe_0.04861,1.1359499999999993
InSe_In68Ga3Se69S1_0fe4db07-f0e9-4734-b6b6-ff905e9abf64,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.9465000000000003
InSe_In68Ga3Se69S1_89060146-c651-49e0-a343-151064086900,high_InSe,3.0,4.0,7.0,InSe_0.04861,0.7467499999999987
InSe_In67Ga1Se70S1_fe823c35-2a4b-4e40-bbd5-4e20aa9f9ea0,high_InSe,5.0,2.0,7.0,InSe_0.04861,0.6203500000000002
InSe_In69Ga2Se68S3_5abeabb1-b150-4056-81d8-419d0109404b,high_InSe,2.0,5.0,7.0,InSe_0.04861,0.9360500000000016
InSe_In68Ga2Se69S1_4acdd0eb-0cd1-497d-837f-5f80cab7e75f,high_InSe,4.0,3.0,7.0,InSe_0.04861,1.0494000000000003
InSe_In67Ga2Se70S1_7515c55a-5fb0-4d99-96a9-d4d8d8713e7b,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.6643000000000008
InSe_In69Ga2Se68S1_8dfacdce-79cd-48db-a1e2-7ad2cfae0f18,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.8798000000000012
InSe_In68Ga2Se69S1_a5ebba85-bdad-4882-ac12-4007cd5fd4f9,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.7878999999999987
InSe_In67Ga1Se70S1_1a19f329-a908-44e3-87e4-3acf7db5adc1,high_InSe,5.0,2.0,7.0,InSe_0.04861,1.0346499999999992
InSe_In68Se69S2_9d81a019-e673-45c3-b3f1-d31863fa515b,high_InSe,5.0,2.0,7.0,InSe_0.04861,0.7348000000000017
InSe_In66Ga4Se71S1_7a793f24-23c9-4535-9eb7-05579f771f37,high_InSe,2.0,5.0,7.0,InSe_0.04861,1.1172500000000003
InSe_In69Se68S2_38421aaf-63ed-425c-9478-08ae55682046,high_InSe,5.0,2.0,7.0,InSe_0.04861,0.9702499999999983
InSe_In70Ga1Se67S3_d8f865e5-7a7f-42be-99ef-7b7df530e308,high_InSe,3.0,4.0,7.0,InSe_0.04861,1.0656000000000017
InSe_In67Ga5Se70S1_aac1a199-eb53-40cb-96bc-de6ccbd1122e,high_InSe,1.0,6.0,7.0,InSe_0.04861,0.9562999999999988
InSe_In68Ga2Se69_8f997e7a-1a39-4c12-b2c4-4d1a809d8ea3,high_InSe,5.0,2.0,7.0,InSe_0.04861,0.8755999999999986
InSe_In69Ga1Se68S3_e85099b5-362e-456a-b2da-8bc555e0fe81,high_InSe,3.0,4.0,7.0,InSe_0.04861,1.0654000000000003
InSe_In71Se66S3_4ecbcc90-1ee7-43c4-a02a-66c58d6f165b,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.9443999999999981
InSe_In69Ga1Se68S2_9d3636c8-ed7f-4f80-9c16-e705f46eb87a,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.9392999999999994
InSe_In69Ga2Se68S2_11e54617-c010-4b44-af8e-a5c5dabf646d,high_InSe,3.0,4.0,7.0,InSe_0.04861,1.022750000000002
InSe_In69Ga1Se68S2_059d8d93-09d1-45a0-a7b2-4135b1f3c61e,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.7979999999999983
InSe_In69Se68S2_d08bca45-9c0b-4f4d-8cbc-6f53c2f34b48,high_InSe,5.0,2.0,7.0,InSe_0.04861,0.5998999999999999
InSe_In69Se68S1_be8b06fe-2b27-415b-9ddf-266195233ff7,high_InSe,6.0,1.0,7.0,InSe_0.04861,0.8752500000000012
InSe_In72Se65S3_66a747e9-a639-4e3a-a1ac-60d1936007a3,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.7105999999999995
InSe_In67Ga3Se70_e5c53adf-003c-4777-8558-d311a7358e3c,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.7914999999999992
InSe_In70Se67S3_a8facf45-6c98-43a6-b8ad-1b4d04a56ee3,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.7575000000000003
InSe_In70Se67S3_1353f84d-d9ab-44ec-a94b-a50632d889ed,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.35389999999999944
InSe_In68Ga2Se69S1_71ab01ef-d262-4fda-ac23-fbd19ab5b044,high_InSe,4.0,3.0,7.0,InSe_0.04861,0.7880000000000003
